DEPT,Vp,Vs,DEN,phi,Kbulk_GPa,K_bg_depth,phi_bg_depth
1585.5696,3251.5537690500723,1649.6925499170015,2.5532,0.13758333333333334,17.729304801370407,18.35733798143578,0.13487575757575757
1585.722,3227.6237149864246,1590.4730248365304,2.5578,0.13828939393939396,18.01905879243382,18.369312161910987,0.13478484848484848
1585.8744,3222.4062959560283,1556.9330258288448,2.5622,0.13690606060606064,18.3244659884025,18.369312161910987,0.13444696969696973
1586.0268,3211.7883591639234,1538.4669741918126,2.5665,0.13415303030303027,18.375482008829035,18.35733798143578,0.13434393939393938
1586.1792,3188.998374113034,1549.3937895132271,2.5685,0.13444696969696973,17.899574641624916,18.35733798143578,0.13419848484848487
1586.3316,3157.152223834635,1558.0440413249712,2.5687,0.13778636363636354,17.28977033399853,18.35733798143578,0.13419848484848487
1586.484,3154.9039193056724,1567.9391425615745,2.5668,0.14161212121212113,17.13469359305323,18.35733798143578,0.13419848484848487
1586.6364,3219.3669000918912,1639.0180948027855,2.562,0.13921666666666668,17.376720977886738,18.35733798143578,0.13419848484848487
1586.7888,3457.530678778611,1766.0954862006408,2.5636,0.12013181818181813,19.98512669305769,18.35733798143578,0.13419848484848487
1586.9412,3888.1915317025387,1954.9476916801198,2.5717,0.09117727272727273,25.774278833565216,18.35733798143578,0.13419848484848487
1587.0936,4228.230094510931,2283.3530230080783,2.5822,0.07094545454545458,28.213965096066527,18.35733798143578,0.13419848484848487
1587.246,4389.881381026726,2441.077373663434,2.5887,0.06412575757575761,29.31939239964445,18.35733798143578,0.13419848484848487
1587.3984,4265.036773348558,2454.4600228213244,2.5918,0.07168636363636358,26.327608088876264,18.35733798143578,0.13419848484848487
1587.5508,3986.455468231952,2337.2010637025314,2.5839,0.08988030303030303,22.243456942891747,18.35733798143578,0.13419848484848487
1587.7032,3729.4942057021617,2106.3019060373745,2.5669,0.11113181818181816,20.51924262108916,18.35733798143578,0.13419848484848487
1587.8556,3486.444844282425,1929.8455553719418,2.5522,0.12853636363636362,18.349192893524513,18.35733798143578,0.13419848484848487
1588.008,3434.1224228589977,1857.7425137182217,2.5446,0.13333939393939392,18.299712667356193,18.35733798143578,0.13419848484848487
1588.1604,3452.8892458586292,1833.9394318638554,2.5435,0.12972272727272727,18.918550518831044,18.35733798143578,0.13419848484848487
1588.3128,3467.5215639341354,1846.3215919071995,2.545,0.1275681818181818,19.032785643985903,18.35733798143578,0.13419848484848487
1588.4652,3471.8385822870164,1851.833850161853,2.5528,0.12695454545454543,19.098207320780663,18.35733798143578,0.13419848484848487
1588.6176,3424.4882367480845,1816.1299510097756,2.5584,0.1319575757575758,18.75140652855426,18.35733798143578,0.13419848484848487
1588.77,3354.7887187524766,1780.9334942873404,2.5574,0.13711060606060607,17.967376508200964,18.35733798143578,0.13419848484848487
1588.9224,3298.362181377456,1753.7540578577734,2.5541,0.14181060606060603,17.31251226856846,18.349192893524513,0.13419848484848487
1589.0748,3272.7846694519703,1718.4465198357104,2.5514,0.14397878787878782,17.282439196441125,18.349192893524513,0.13419848484848487
1589.2272,3274.4758475177155,1732.1134284252998,2.548,0.1432590909090909,17.12740842969996,18.349192893524513,0.13419848484848487
1589.3796,3315.825888680502,1777.9354016804057,2.5464,0.1401939393939393,17.264495917484687,18.349192893524513,0.13419848484848487
1589.532,3423.995830094317,1859.7431504341844,2.557,0.13318181818181818,18.18594994180071,18.34815073600665,0.13419848484848487
1589.6844,3515.1938719376126,1961.2877321066278,2.5584,0.1256575757575758,18.491403623232614,18.3244659884025,0.13419848484848487
1589.8368,3557.2652006563667,2001.7561338260666,2.5581,0.12164848484848481,18.70337475018167,18.310724604636714,0.13419848484848487
1589.9892,3540.74000072023,2021.281816288826,2.5314,0.12663939393939389,17.94610592354734,18.299712667356193,0.13434393939393938
1590.1416,3528.173880632432,2010.5514372672333,2.5242,0.1285712121212121,17.81644682366245,18.204886681877344,0.13434393939393938
1590.294,3554.278544424984,1954.448775551949,2.5215,0.1287393939393939,19.011444197129293,18.204886681877344,0.13434393939393938
1590.4464,3540.6988698340124,1924.6203010818413,2.5338,0.12766212121212123,19.250961251973404,18.204886681877344,0.13434393939393938
1590.5988,3489.454360615875,1873.3992669895124,2.5339,0.12928181818181816,18.99612120676772,18.204886681877344,0.13434393939393938
1590.7512,3456.4250041957916,1869.532629109997,2.5297,0.1325045454545454,18.433091142712488,18.187932805899944,0.13434393939393938
1590.9036,3450.3329775083125,1876.002858319316,2.5218,0.13419848484848487,18.187932805899944,18.18594994180071,0.13434393939393938
1591.056,3455.668691165484,1895.215947670153,2.5166,0.1352742424242424,18.000035486179534,18.101218872054815,0.13434393939393938
1591.2084,3467.868739802896,1900.3382327727295,2.5102,0.13726363636363628,18.101218872054815,18.01905879243382,0.13434393939393938
1591.3608,3512.378599381416,1917.7723639438661,2.5128,0.13487575757575757,18.677648193302524,18.000035486179534,0.13434393939393938
1591.5132,3525.827146555494,1935.158231565047,2.5101,0.13434393939393938,18.670978637469812,17.967376508200964,0.13444696969696973
1591.6656,3474.3951440540304,1929.510817098454,2.5107,0.1318121212121212,17.844563305096855,17.947847134246793,0.13487575757575757
1591.818,3457.624811407439,1921.2005234136861,2.5119,0.13289848484848488,17.66825430401281,17.94610592354734,0.1352742424242424
1591.9704,3461.7402740771536,1890.7625579387216,2.5225,0.13533636363636362,18.204886681877344,17.899574641624916,0.13533636363636362
1592.1228,3582.9906687073726,1916.127912853899,2.5333,0.12806363636363632,20.120550895392782,17.844563305096855,0.13690606060606064
1592.2752,3743.1519844968666,1985.477612241694,2.5449,0.11209848484848478,22.28066307353322,17.81644682366245,0.13711060606060607
1592.4276,3895.9644557153592,2110.809171216541,2.5618,0.09642727272727275,23.665528990097506,17.729304801370407,0.13726363636363628
1592.58,4000.5512570629817,2183.1496374309886,2.5803,0.08607121212121215,24.898743948386116,17.66825430401281,0.13758333333333334
1592.7324,3941.1822512322665,2188.219939077315,2.5962,0.08180303030303027,23.75135872412502,17.594102198312495,0.13778636363636354
1592.8848,4006.066930758656,2238.1713963457887,2.6024,0.07942424242424245,24.382815492580196,17.376720977886738,0.13828939393939396
1593.0372,4028.287885135644,2275.528586327866,2.5933,0.08253181818181811,24.17749881785776,17.31251226856846,0.13921666666666668
1593.1896,3960.9982027360516,2331.093250613174,2.5705,0.09159090909090907,21.705762388560675,17.28977033399853,0.1401939393939393
1593.342,3867.863233980346,2256.829909215907,2.5376,0.11061060606060608,20.730477456861014,17.282439196441125,0.14161212121212113
1593.4944,3798.173437459112,2244.9747698127494,2.5166,0.12407424242424242,19.393521499145102,17.264495917484687,0.14181060606060603
1593.6468,3770.177500154617,2270.1019088071466,2.4936,0.12709393939393943,18.310724604636714,17.13469359305323,0.1432590909090909
1593.7992,3750.562953592936,2278.423671685727,2.4624,0.13209848484848477,17.594102198312495,17.12740842969996,0.14397878787878782
1593.9516,3660.285185211872,2258.5239271640858,2.4118,0.15028181818181818,15.909311351295313,15.909311351295313,0.15028181818181818
1594.104,3547.432359612809,2190.4010417340387,2.3789,0.16550151515151518,14.718573186443093,15.519791964281813,0.16550151515151518
1594.2564,3488.3441466661025,2132.5288307683054,2.3708,0.1711560606060606,14.473669040480532,15.481397783021526,0.16728030303030306
1594.4088,3469.9967098784477,2112.162187446079,2.3745,0.1686848484848485,14.466811482174144,15.431743250927672,0.16742272727272722
1594.5612,3474.628825739613,2137.047270952774,2.361,0.1726257575757575,14.12763554186925,15.241242215191736,0.16750303030303024
1594.7136,3470.984595797695,2140.0436714948714,2.34,0.17858939393939396,13.902762532755458,15.206381507017348,0.16759242424242418
1594.866,3463.9433949827376,2120.0042010581938,2.3278,0.18303636363636366,13.981573988638786,15.161022889860172,0.16826363636363637
1595.0184,3468.322540341439,2123.3034645095536,2.3324,0.18154242424242428,14.036471304021926,15.125436217214391,0.1686848484848485
1595.1708,3472.352758230604,2120.5233685432045,2.3394,0.18017121212121212,14.180837368445223,15.058194959547086,0.16893636363636366
1595.3232,3473.915996881682,2136.4660692318744,2.3467,0.17715909090909096,14.038215972732777,14.986143586782589,0.16904090909090908
1595.4756,3467.742485989092,2150.4678396405725,2.3463,0.17658030303030306,13.747492680341713,14.931345804888714,0.1700045454545454
1595.628,3464.494613438329,2157.303370786517,2.3409,0.17741666666666667,13.571240908491214,14.92551919855503,0.1700045454545454
1595.7804,3465.148428405122,2152.6867974899446,2.3332,0.18189999999999995,13.599071054928636,14.921056608757588,0.1700045454545454
1595.9328,3472.1075168621624,2146.0330424313256,2.329,0.1840727272727272,13.775849106303255,14.866019945975811,0.17042272727272723
1596.0852,3468.9699048650937,2143.009310981728,2.3298,0.183030303030303,13.770128336999928,14.810317273513665,0.1706060606060606
1596.2376,3469.360808971166,2147.2152773521625,2.3269,0.18320909090909082,13.703315360792141,14.810317273513665,0.1706060606060606
1596.39,3464.7584729145233,2142.5363046731613,2.3208,0.18430757575757567,13.655437554451511,14.810317273513665,0.1706060606060606
1596.5424,3457.9386238584157,2130.8948290145663,2.3167,0.18514999999999998,13.675609441230822,14.810317273513665,0.1706060606060606
1596.6948,3453.5582527352003,2117.6872742835785,2.3247,0.18322575757575754,13.826382812928383,14.810317273513665,0.1706060606060606
1596.8472,3448.205643382228,2101.5718350762545,2.3379,0.1840257575757576,14.030478052032853,14.780543009350147,0.1706060606060606
1596.9996,3447.7336919820964,2113.38651468034,2.3513,0.18161515151515145,13.947122026213789,14.776292920481877,0.17061515151515144
1597.152,3453.5308613998814,2111.187840998741,2.3552,0.1821833333333333,14.093650129442535,14.766784066868558,0.17064696969696966
1597.3044,3456.7699614855946,2118.568965049868,2.3443,0.1798363636363636,13.983310226001755,14.725243730579365,0.17085303030303023
1597.4568,3455.645184148021,2118.3201332150934,2.3333,0.18201969696969697,13.902835961139248,14.718573186443093,0.1711560606060606
1597.6092,3431.8179515154384,2097.8977660279597,2.3249,0.1861651515151515,13.73816207380609,14.696547119187578,0.17120606060606058
1597.7616,3417.7453645146534,2080.019326163818,2.3334,0.19178939393939387,13.795860799286459,14.659714883958511,0.17120606060606058
1597.914,3417.925494158241,2072.390898613987,2.3524,0.18873181818181822,14.01044580062764,14.659714883958511,0.17129848484848487
1598.0664,3431.423872037611,2085.805437054252,2.3666,0.18072878787878785,14.137809717831258,14.659714883958511,0.17144242424242417
1598.2188,3444.4803558392305,2106.3601295328554,2.3638,0.17662727272727274,14.061712599053497,14.659714883958511,0.1717136363636363
1598.3712,3462.4874473470168,2109.8784258701,2.3492,0.17925151515151508,14.220576867662242,14.659714883958511,0.17208030303030297
1598.5236,3472.756295225302,2109.057947197437,2.342,0.18053333333333327,14.354591989209718,14.659714883958511,0.17208030303030297
1598.676,3491.824913849989,2120.8833952504183,2.3501,0.17787878787878791,14.559604440470569,14.659714883958511,0.17208030303030297
1598.8284,3512.674092299891,2125.253280267079,2.3629,0.17360000000000003,14.92551919855503,14.659714883958511,0.17208030303030297
1598.9808,3508.077325021983,2142.890286548302,2.3706,0.1728666666666666,14.659714883958511,14.659714883958511,0.17208030303030297
1599.1332,3500.98953493581,2142.8571428571427,2.3784,0.17300303030303027,14.590244245058347,14.659714883958511,0.17208030303030297
1599.2856,3499.4982674728067,2151.377043649379,2.3751,0.17085303030303023,14.42934340451362,14.659714883958511,0.17208030303030297
1599.438,3505.4548465673456,2160.4885766292978,2.3667,0.17129848484848487,14.353086835904447,14.659714883958511,0.17208030303030297
1599.5904,3521.122692873308,2158.7579492649393,2.3548,0.1700045454545454,14.563630712349216,14.659714883958511,0.17208030303030297
1599.7428,3530.26203624773,2166.864182118963,2.3513,0.17061515151515144,14.583584456719983,14.659714883958511,0.17208030303030297
1599.8952,3530.1884388645026,2174.2014731498957,2.351,0.17120606060606058,14.480657756679204,14.659714883958511,0.17208030303030297
1600.0476,3531.1822625285727,2182.5399666890553,2.3467,0.17305909090909094,14.35697111904267,14.659714883958511,0.17208030303030297
1600.2,3528.5169694114165,2176.819443968325,2.3392,0.17438181818181817,14.344851166248942,14.659714883958511,0.17208030303030297
1600.3524,3536.221324760394,2174.8747734505446,2.3374,0.17522727272727268,14.487409841165308,14.659714883958511,0.17208030303030297
1600.5048,3554.394598439705,2174.3938021216036,2.3398,0.17495,14.810317273513665,14.659714883958511,0.17208030303030297
1600.6572,3577.1331062025943,2178.502865360232,2.351,0.1706060606060606,15.206381507017348,14.659714883958511,0.17208030303030297
1600.8096,3584.718373798625,2176.042401414142,2.3608,0.16893636363636366,15.431743250927672,14.659714883958511,0.17208030303030297
1600.962,3596.5365636084307,2186.752070527059,2.3661,0.16728030303030306,15.519791964281813,14.659714883958511,0.17208030303030297
1601.1144,3602.270565029375,2194.6514730733975,2.362,0.16742272727272722,15.481397783021526,14.659714883958511,0.17208030303030297
1601.2668,3593.0642543153904,2197.661163621209,2.3555,0.16759242424242418,15.241242215191736,14.659714883958511,0.17208030303030297
1601.4192,3577.267451208678,2195.242632649049,2.3521,0.17042272727272723,14.986143586782589,14.659714883958511,0.17208030303030297
1601.5716,3578.434998221349,2191.7130524134373,2.3527,0.16904090909090908,15.058194959547086,14.659714883958511,0.17208030303030297
1601.724,3586.1523691195575,2193.272812052063,2.3518,0.16826363636363637,15.161022889860172,14.659714883958511,0.17208030303030297
1601.8764,3589.9453263575956,2197.509057154702,2.3454,0.16750303030303024,15.125436217214391,14.659714883958511,0.17208030303030297
1602.0288,3576.5286785266294,2190.752122291118,2.3342,0.17064696969696966,14.921056608757588,14.696547119187578,0.17208030303030297
1602.1812,3552.4434120706155,2179.113398258711,2.3276,0.1745469696969697,14.637051910164768,14.725243730579365,0.17208030303030297
1602.3336,3555.414541738794,2177.6748319946732,2.3307,0.17405757575757566,14.725243730579365,14.7576332145036,0.1717136363636363
1602.486,3569.3416040255806,2181.515236967808,2.3349,0.17468484848484842,14.931345804888714,14.760680783470821,0.17144242424242417
1602.6384,3570.3157761571315,2187.932489936085,2.3358,0.17531212121212125,14.866019945975811,14.766784066868558,0.17129848484848487
1602.7908,3560.57712189019,2189.111039928294,2.3372,0.1750878787878787,14.696547119187578,14.768414993765314,0.17120606060606058
1602.9432,3538.429926201447,2174.7630450107454,2.3428,0.17224090909090906,14.5590040294051,14.776292920481877,0.17085303030303023
1603.0956,3532.135713739405,2156.3876262402946,2.3551,0.1717136363636363,14.780543009350147,14.780543009350147,0.17068787878787875
1603.248,3532.8644483492435,2162.2480569562244,2.3652,0.16860303030303023,14.776292920481877,14.810317273513665,0.17064696969696966
1603.4004,3531.5954979109365,2172.750796604008,2.3587,0.1698227272727273,14.571353715989229,14.866019945975811,0.17061515151515144
1603.5528,3536.746541286991,2176.834990479918,2.3456,0.17144242424242417,14.520269471780855,14.921056608757588,0.1706060606060606
1603.7052,3538.885947557612,2160.303292974124,2.3435,0.17222878787878781,14.766784066868558,14.92551919855503,0.17042272727272723
1603.8576,3543.4608731236394,2136.037860009629,2.3647,0.16515454545454544,15.305689369265922,14.931345804888714,0.1700045454545454
1604.01,3549.1465979194177,2131.6712638404774,2.3962,0.15900909090909093,15.665744738519884,14.986143586782589,0.1698227272727273
1604.1624,3541.550474065812,2141.688729995447,2.4156,0.154680303030303,15.524591620492242,15.021949942291034,0.16904090909090908
1604.3148,3515.944021741638,2146.519687346168,2.4157,0.15569999999999992,15.021949942291034,15.058194959547086,0.16893636363636366
1604.4672,3506.241178317902,2154.049903569518,2.3917,0.1626727272727272,14.606476756485744,15.09682516914396,0.16860303030303023
1604.6196,3503.3999531040954,2152.1791166603944,2.3598,0.17213939393939393,14.390008400605758,15.125436217214391,0.16826363636363637
1604.772,3503.637552833314,2141.9897454349198,2.3327,0.17865151515151512,14.364726187277281,15.161022889860172,0.16759242424242418
1604.9244,3499.4098764184787,2129.5281292640343,2.3241,0.1824575757575757,14.407907968598446,15.189491903694181,0.16750303030303024
1605.0768,3498.678812561267,2124.4222832939417,2.3337,0.17989848484848486,14.523066398196457,15.206381507017348,0.16742272727272722
1605.2292,3490.4973271585427,2128.704193226,2.3493,0.17467121212121212,14.428765195534737,15.241242215191736,0.16728030303030306
1605.3816,3505.047705677188,2135.3240606465656,2.3603,0.17068787878787875,14.647740830921972,15.305689369265922,0.16515454545454544
1605.534,3506.366217403909,2123.4010922139873,2.3506,0.1722772727272727,14.768414993765314,15.431743250927672,0.1626727272727272
1605.6864,3499.1286618588088,2110.2012445202618,2.3405,0.17678787878787877,14.760680783470821,15.481397783021526,0.1594969696969697
1605.8388,3499.3335422830396,2107.324196064116,2.3335,0.1793590909090909,14.7576332145036,15.519791964281813,0.15900909090909093
1605.9912,3513.398867597425,2106.89884950051,2.3496,0.17208030303030297,15.09682516914396,15.524591620492242,0.15569999999999992
1606.1436,3511.2861122183076,2077.450461189913,2.4002,0.1594969696969697,15.780665994543718,15.650514507554226,0.154680303030303
1606.296,3523.3572693518786,2026.3869082641086,2.4755,0.1423787878787879,17.17762960829077,15.665744738519884,0.1474121212121212
1606.4484,3533.2821733858536,1960.5774698258892,2.533,0.13365454545454544,18.640171960871008,15.780665994543718,0.14421818181818175
1606.6008,3555.0579096539423,1980.16328551187,2.5538,0.12305151515151516,18.924614546069314,17.17762960829077,0.14412424242424238
1606.7532,3688.081253947627,2052.572247445396,2.5439,0.11200151515151519,20.311870189420834,17.63502623201302,0.14249090909090903
1606.9056,3880.538488372389,2208.876523947251,2.5383,0.09574848484848482,21.71024479392221,18.26746540640114,0.1423787878787879
1607.058,4128.492558419253,2383.5833045942627,2.5398,0.08399393939393934,24.049768279977293,18.362429994865316,0.1399242424242424
1607.2104,4372.707305491277,2480.388008202858,2.5364,0.0788742424242424,27.691069938709823,18.39874678858585,0.13912727272727274
1607.3628,4570.83900689225,2619.1237278173626,2.5165,0.08460454545454538,29.55920432060836,18.407013906575102,0.13900454545454538
1607.5152,4653.520369838837,2633.4661010359337,2.4925,0.09582727272727265,30.927920945220386,18.51544005034419,0.13833636363636362
1607.6676,4599.678565769518,2627.126459766093,2.4627,0.10805757575757577,29.440720645369108,18.592034872474702,0.13776969696969693
1607.82,4372.117708654584,2584.093244393501,2.4276,0.12199393939393938,24.790722565057436,18.61820241643319,0.13774999999999996
1607.9724,4001.0764050696052,2497.136649412829,2.3912,0.1399242424242424,18.39874678858585,18.640171960871008,0.13716969696969697
1608.1248,3666.2597054242124,2280.5000041150756,2.4051,0.1474121212121212,15.650514507554226,18.714108686490217,0.13700303030303032
1608.2772,3450.8290820658785,2071.833062458834,2.4559,0.14421818181818175,15.189491903694181,18.749285751973463,0.13671363636363634
1608.4296,3437.33295441474,1895.2607289292148,2.51,0.13452424242424246,17.63502623201302,18.76917661951537,0.13558636363636356
1608.582,3449.1967716966706,1791.0468810046787,2.5267,0.13671363636363634,19.253015524754293,18.837820756687414,0.13548636363636363
1608.7344,3450.008828762751,1808.3236282281218,2.5276,0.14249090909090903,19.064461232469437,18.845205566108657,0.13466515151515143
1608.8868,3476.3764933991047,1848.1923429779301,2.5232,0.14412424242424238,19.001647968550504,18.86021801675815,0.13452424242424246
1609.0392,3503.4563297846667,1875.2837843325206,2.5165,0.13900454545454538,19.08837530339247,18.86021801675815,0.13452424242424246
1609.1916,3530.957274026844,1903.181272396566,2.5158,0.1335666666666666,19.216168457321523,18.86021801675815,0.13452424242424246
1609.344,3573.5473084670093,1947.3860750395322,2.5191,0.13191666666666668,19.431893195781136,18.86021801675815,0.13452424242424246
1609.4964,3582.4137335262444,1947.6349462451478,2.5284,0.13024848484848484,19.660785252299586,18.86021801675815,0.13452424242424246
1609.6488,3537.173394607203,1900.3133521951488,2.5386,0.13035757575757567,19.53877790636969,18.86021801675815,0.13452424242424246
1609.8012,3476.0632898977483,1855.032383947884,2.5443,0.12973030303030306,19.069076805453502,18.86021801675815,0.13452424242424246
1609.9536,3441.2214981506822,1832.3275970899176,2.5408,0.13294090909090908,18.714108686490217,18.86021801675815,0.13452424242424246
1610.106,3444.5737791992046,1839.9408417970815,2.5291,0.13558636363636356,18.592034872474702,18.86021801675815,0.13452424242424246
1610.2584,3476.6976847109713,1886.9244431622824,2.5225,0.13548636363636363,18.51544005034419,18.89676451905248,0.13445151515151516
1610.4108,3532.9094923760786,1922.9907806219567,2.5267,0.13351363636363636,19.078921586489056,18.924614546069314,0.13426212121212122
1610.5632,3541.085537895308,1913.5992365693332,2.5407,0.13417121212121205,19.45364209834456,18.942837052163863,0.13417121212121205
1610.7156,3501.9187021760617,1869.1852425126808,2.5511,0.13716969696969697,19.401021880278694,19.001647968550504,0.134119696969697
1610.868,3419.5782071447647,1752.8020104317025,2.5586,0.1315969696969696,19.437927943531825,19.001647968550504,0.134119696969697
1611.0204,3379.5246046688,1701.4663424502455,2.5569,0.12341212121212114,19.333239782559417,19.001647968550504,0.134119696969697
1611.1728,3404.8067202484353,1694.9765189030477,2.5576,0.11845000000000001,19.8523851604977,19.001647968550504,0.134119696969697
1611.3252,3418.462163074553,1742.5357668615206,2.5612,0.1219590909090909,19.560675884178703,19.001647968550504,0.134119696969697
1611.4776,3437.3290780221823,1786.681485337254,2.5633,0.12757272727272728,19.375788737135693,19.001647968550504,0.134119696969697
1611.63,3438.2945697958007,1765.8161627795153,2.5632,0.13015303030303024,19.645374498416892,19.001647968550504,0.134119696969697
1611.7824,3375.8751192022833,1726.3429282808727,2.5628,0.13392424242424233,19.023287529364325,19.023287529364325,0.134119696969697
1611.9348,3324.4187720591767,1716.330251672127,2.5642,0.13774999999999996,18.26746540640114,19.064461232469437,0.134119696969697
1612.0872,3325.4815020091455,1708.2980240237816,2.5618,0.13912727272727274,18.362429994865316,19.069076805453502,0.13392424242424233
1612.2396,3336.93886220019,1720.023317376468,2.5599,0.13700303030303032,18.407013906575102,19.07701587673834,0.13365454545454544
1612.392,3385.308781699785,1760.8420614792692,2.5592,0.13466515151515143,18.749285751973463,19.078921586489056,0.1335666666666666
1612.5444,3395.6197841642465,1787.2294015654677,2.5605,0.133271212121212,18.61820241643319,19.08837530339247,0.13351363636363636
1612.6968,3419.1984402711582,1798.6184627477082,2.5544,0.134119696969697,18.845205566108657,19.179128012837968,0.13351363636363636
1612.8492,3444.079471455835,1830.5580679684772,2.5478,0.13776969696969693,18.837820756687414,19.179128012837968,0.13351363636363636
1613.0016,3473.456773240708,1849.5392535579967,2.5423,0.13833636363636362,19.07701587673834,19.179128012837968,0.13351363636363636
1613.154,3505.1121969394676,1861.6343903971915,2.5437,0.13426212121212122,19.4972096278956,19.179128012837968,0.13351363636363636
1613.3064,3523.186217961314,1872.0587855939916,2.5529,0.12682424242424234,19.759537046982192,19.179128012837968,0.13351363636363636
1613.4588,3516.7675275901256,1866.0131539234337,2.5618,0.12392727272727275,19.789854760434284,19.179128012837968,0.13351363636363636
1613.6112,3509.1233753898546,1861.5241045385035,2.5701,0.12366212121212117,19.77328077299018,19.186588930242124,0.13351363636363636
1613.7636,3507.7341625457316,1852.2772436072735,2.5709,0.12451969696969696,19.87209112703547,19.216168457321523,0.13351363636363636
1613.916,3505.7411111405045,1845.5468613290725,2.5669,0.12618181818181817,19.89047116705268,19.253015524754293,0.13351363636363636
1614.0684,3493.3256620757556,1838.5557444914207,2.5643,0.128969696969697,19.735556821334903,19.253015524754293,0.13351363636363636
1614.2208,3480.9938648625193,1831.8518652074354,2.5613,0.13132878787878782,19.57621212749009,19.253015524754293,0.13351363636363636
1614.3732,3489.2506353458343,1839.445607508897,2.5637,0.12875151515151517,19.646803357991775,19.253015524754293,0.1335666666666666
1614.5256,3513.500117001399,1847.6780966490833,2.5594,0.1311045454545454,19.944885342358468,19.216168457321523,0.13392424242424233
1614.678,3519.6345492315813,1850.634151850361,2.5578,0.12818939393939396,20.005487417849626,19.186588930242124,0.134119696969697
1614.8304,3499.016188689728,1821.7385769281111,2.5597,0.12961363636363638,20.012090479754885,19.179128012837968,0.13417121212121205
1614.9828,3458.087704728323,1772.6907910807133,2.5655,0.12825606060606054,19.929985119983815,19.08837530339247,0.13426212121212122
1615.1352,3419.2751540524805,1738.564999401085,2.5671,0.13072121212121213,19.667318702313196,19.078921586489056,0.13445151515151516
1615.2876,3396.9670255697556,1723.3639068343139,2.566,0.1289045454545455,19.44875947128845,19.07701587673834,0.13452424242424246
1615.44,3382.498676630685,1723.552961932551,2.5639,0.1306409090909091,19.179128012837968,19.069076805453502,0.13454848484848478
1615.5924,3368.268435965327,1723.4555056713448,2.5651,0.13127727272727266,18.942837052163863,19.064461232469437,0.13466515151515143
1615.7448,3363.3326124090204,1726.964039146785,2.5711,0.1319590909090909,18.86021801675815,19.064461232469437,0.13466515151515143
1615.8972,3358.4149339280343,1730.4868867927744,2.576,0.12957424242424237,18.76917661951537,19.064461232469437,0.13466515151515143
1616.0496,3401.026556572194,1779.1984384148093,2.5723,0.12824545454545458,18.89676451905248,19.064461232469437,0.13466515151515143
1616.202,3467.79377549221,1839.034965195298,2.5527,0.1262348484848484,19.186588930242124,19.064461232469437,0.13539696969696963
1616.3544,3498.5904628974945,1844.0517834908967,2.5379,0.12501969696969695,19.557309295413734,19.023287529364325,0.13539696969696963
1616.5068,3488.5118315259383,1849.920917094653,2.5313,0.12946969696969698,19.255020949453286,19.001647968550504,0.13539696969696963
1616.6592,3442.4535387360734,1889.870406229132,2.5194,0.14042575757575754,17.858362527655846,19.023287529364325,0.13466515151515143
1616.8116,3430.8097521442564,1987.146137386903,2.4763,0.14803636363636358,16.10946034685895,19.023287529364325,0.13454848484848478
1616.964,3484.3444562570735,2085.78402691811,2.4112,0.15561363636363634,15.28699903175161,19.023287529364325,0.13454848484848478
1617.1164,3512.321935187981,2144.1067663873278,2.3632,0.1601590909090909,14.667941920423479,19.023287529364325,0.13454848484848478
1617.2688,3448.720646838786,2102.242944243662,2.3789,0.1591515151515152,14.276033214962288,19.023287529364325,0.13454848484848478
1617.4212,3422.5271455360053,2051.2944758397484,2.4329,0.15353787878787872,14.84866997635007,19.023287529364325,0.13454848484848478
1617.5736,3439.4857020985605,1981.3887272762731,2.4797,0.15170606060606062,16.354927913836313,19.023287529364325,0.13454848484848478
1617.726,3489.598181012602,1978.1379413736506,2.4947,0.14741060606060605,17.36291868933214,19.07701587673834,0.13454848484848478
1617.8784,3678.764668893076,2035.5350458629823,2.501,0.13445151515151516,20.02993941854376,19.078921586489056,0.13445151515151516
1618.0308,3918.7401404729485,2124.0255301178877,2.5162,0.11944545454545452,23.504356842041517,19.078921586489056,0.13426212121212122
1618.1832,4091.0774781352843,2282.4946588277057,2.517,0.1107530303030303,24.64278693652176,19.07701587673834,0.13426212121212122
1618.3356,4046.9381089327403,2303.337799450917,2.4931,0.12004545454545448,23.19552325513774,19.023287529364325,0.13426212121212122
1618.488,3784.6616899855467,2282.9459890032113,2.458,0.1386818181818181,18.126621588004273,18.98580264158036,0.134119696969697
1618.6404,3554.477498804679,2131.723443852377,2.439,0.1531893939393939,16.037198572952768,18.98580264158036,0.134119696969697
1618.7928,3475.4212009815105,2020.1698851525468,2.4544,0.1506227272727272,16.29010815020147,18.9844518095581,0.134119696969697
1618.9452,3510.242814827782,1949.4735845689702,2.4829,0.14398636363636363,18.012301362990172,18.942837052163863,0.13426212121212122
1619.0976,3544.9527455938146,1938.0054439641115,2.503,0.1381454545454545,18.919851194619845,18.929868218392585,0.13445151515151516
1619.25,3576.4363533960304,1979.755570335883,2.5023,0.13925757575757575,18.929868218392585,18.919851194619845,0.13445151515151516
1619.4024,3594.6151532841554,1964.6479393434288,2.5047,0.13708030303030294,19.47354840483973,18.919851194619845,0.13445151515151516
1619.5548,3569.9101549186407,1938.8646954875596,2.519,0.13539696969696963,19.47689986609982,18.919851194619845,0.13445151515151516
1619.7072,3541.213074604809,1908.1747256998833,2.5361,0.13216515151515157,19.49081358542218,18.929868218392585,0.13426212121212122
